customer_id,age,age_group,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases_days
1844,36,adult,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,32,Credit Card,30
1845,60,senior,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,31,Credit Card,365
1846,51,middle_aged,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,39,Bank Transfer,90
1847,68,senior,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,9,Venmo,90
1848,46,middle_aged,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,49,Credit Card,7
1849,19,young_adult,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,34,Cash,90
1850,30,adult,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,35,Bank Transfer,30
1851,51,middle_aged,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,50,Debit Card,7
1852,28,adult,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,4,Bank Transfer,14
1853,41,middle_aged,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,32,Cash,7
1854,29,adult,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,11,PayPal,14
1855,25,young_adult,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,49,Credit Card,365
1856,60,senior,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,9,Cash,365
1857,63,senior,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,30,PayPal,14
1858,51,middle_aged,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,No,Next Day Air,No,33,Cash,30
1859,22,young_adult,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,8,Debit Card,365
1860,54,middle_aged,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,29,Debit Card,14
1861,18,young_adult,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,4,Credit Card,30
1862,29,adult,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,19,Debit Card,30
1863,59,senior,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,10,PayPal,14
1864,25,young_adult,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,39,Debit Card,30
1865,19,young_adult,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,21,Venmo,90
1866,56,senior,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,12,Bank Transfer,30
1867,31,adult,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,9,Credit Card,14
1868,45,middle_aged,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,2-Day Shipping,No,20,Venmo,90
1869,23,young_adult,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,44,Cash,14
1870,18,young_adult,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,16,Debit Card,90
1871,43,middle_aged,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,27,Debit Card,14
1872,56,senior,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,14,Cash,90
1873,43,middle_aged,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,24,Credit Card,30
1874,64,senior,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,49,Bank Transfer,7
1875,67,senior,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,14,Cash,7
1876,63,senior,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,6,Credit Card,90
1877,54,middle_aged,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,20,Venmo,90
1878,69,senior,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,3,Credit Card,365
1879,34,adult,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,5,Credit Card,30
1880,56,senior,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,46,Cash,14
1881,34,adult,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,2-Day Shipping,No,8,Debit Card,30
1882,58,senior,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,13,Cash,14
1883,44,middle_aged,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5.0,No,Store Pickup,No,25,Bank Transfer,90
1884,25,young_adult,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,39,Debit Card,14
1885,27,adult,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,15,Bank Transfer,14
1886,26,adult,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,35,Cash,30
1887,18,young_adult,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,46,Cash,14
1888,64,senior,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,3,PayPal,30
1889,62,senior,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,48,Credit Card,7
1890,59,senior,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,27,Bank Transfer,7
1891,36,adult,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,5,Credit Card,7
1892,69,senior,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,48,Debit Card,90
1893,39,adult,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,12,Venmo,7
1894,28,adult,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,10,PayPal,14
1895,42,middle_aged,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,48,Debit Card,14
1896,31,adult,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,3,Debit Card,30
1897,57,senior,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,19,Venmo,30
1898,53,middle_aged,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,11,Debit Card,14
1899,59,senior,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,25,Venmo,30
1900,32,adult,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,42,PayPal,7
1901,65,senior,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,34,Cash,90
1902,56,senior,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Store Pickup,No,50,Cash,90
1903,31,adult,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5.0,No,Store Pickup,No,21,Venmo,30
1904,59,senior,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,37,Bank Transfer,7
1905,22,young_adult,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,Free Shipping,No,46,Cash,30
1906,47,middle_aged,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,2-Day Shipping,No,14,Bank Transfer,14
1907,23,young_adult,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,2-Day Shipping,No,24,PayPal,14
1908,69,senior,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Store Pickup,No,36,Credit Card,90
1909,18,young_adult,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Next Day Air,No,19,Debit Card,14
1910,50,middle_aged,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,Store Pickup,No,12,Credit Card,30
1911,29,adult,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Express,No,13,Debit Card,90
1912,65,senior,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,32,Debit Card,14
1913,29,adult,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,5,Credit Card,14
1914,49,middle_aged,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,29,Cash,365
1915,28,adult,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Standard,No,40,Credit Card,14
1916,51,middle_aged,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,No,2-Day Shipping,No,44,Cash,7
1917,26,adult,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3.0,No,Next Day Air,No,3,Debit Card,14
1918,38,adult,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,35,PayPal,14
1919,35,adult,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,33,Debit Card,30
1920,34,adult,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,No,Express,No,20,PayPal,14
1921,51,middle_aged,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Standard,No,40,Cash,90
1922,47,middle_aged,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,13,Venmo,365
1923,18,young_adult,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,Standard,No,9,PayPal,30
1924,64,senior,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,Standard,No,7,Cash,365
1925,30,adult,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Free Shipping,No,42,PayPal,90
1926,59,senior,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Express,No,44,Credit Card,14
1927,66,senior,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3.0,No,Express,No,6,PayPal,365
1928,40,adult,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Standard,No,8,Cash,90
1929,25,young_adult,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,No,10,PayPal,7
1930,59,senior,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,46,Venmo,90
1931,66,senior,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,26,Cash,7
1932,54,middle_aged,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,Store Pickup,No,6,Debit Card,90
1933,42,middle_aged,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5.0,No,Free Shipping,No,47,Credit Card,90
1934,48,middle_aged,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,No,28,Venmo,365
1935,34,adult,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Free Shipping,No,23,Bank Transfer,365
1936,19,young_adult,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Free Shipping,No,45,Cash,14
1937,70,senior,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,No,44,PayPal,90
1938,43,middle_aged,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,2-Day Shipping,No,11,Bank Transfer,30
1939,46,middle_aged,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,No,39,Debit Card,14
1940,66,senior,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,20,PayPal,90
1941,50,middle_aged,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,48,PayPal,14
1942,55,middle_aged,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,Standard,No,46,Credit Card,90
1943,63,senior,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,22,PayPal,30
1944,32,adult,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,No,45,Cash,365
1945,30,adult,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,49,Cash,90
1946,35,adult,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,No,9,Credit Card,90
1947,59,senior,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,No,41,Credit Card,90
1948,59,senior,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Store Pickup,No,2,PayPal,30
1949,54,middle_aged,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,39,PayPal,14
1950,63,senior,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,12,PayPal,90
1951,43,middle_aged,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,26,PayPal,90
1952,33,adult,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,32,Bank Transfer,14
1953,57,senior,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,14
1954,25,young_adult,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,3,PayPal,14
1955,26,adult,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,3,Venmo,90
1956,50,middle_aged,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,37,Cash,30
1957,70,senior,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,20,Credit Card,14
1958,68,senior,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,26,Cash,14
1959,39,adult,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,47,Cash,90
1960,46,middle_aged,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,7,Credit Card,90
1961,57,senior,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,40,Credit Card,365
1962,47,middle_aged,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,45,Debit Card,90
1963,40,adult,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,14
1964,52,middle_aged,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,11,Credit Card,7
1965,40,adult,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,50,Debit Card,30
1966,67,senior,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,25,Debit Card,90
1967,67,senior,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,5,Credit Card,14
1968,37,adult,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,365
1969,67,senior,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,7
1970,64,senior,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,11,Bank Transfer,14
1971,28,adult,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,4,Credit Card,14
1972,54,middle_aged,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,1,Venmo,30
1973,54,middle_aged,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,48,PayPal,90
1974,24,young_adult,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,90
1975,27,adult,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,2,PayPal,14
1976,53,middle_aged,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,4,Cash,90
1977,32,adult,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,43,PayPal,14
1978,24,young_adult,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,365
1979,45,middle_aged,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,90
1980,49,middle_aged,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,38,Debit Card,14
1981,51,middle_aged,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,25,PayPal,14
1982,69,senior,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,42,PayPal,90
1983,41,middle_aged,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,32,PayPal,30
1984,59,senior,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,90
1985,26,adult,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,14
1986,23,young_adult,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,14
1987,62,senior,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,90
1988,69,senior,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,4,Cash,90
1989,46,middle_aged,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,7
1990,35,adult,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,No,39,PayPal,14
1991,32,adult,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,365
1992,46,middle_aged,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,1,Venmo,90
1993,33,adult,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,28,Venmo,30
1994,32,adult,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,17,Cash,7
1995,33,adult,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,7
1996,67,senior,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,29,Debit Card,90
1997,67,senior,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,18,Cash,90
1998,42,middle_aged,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,10,Debit Card,14
1999,20,young_adult,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,19,Cash,90
2000,39,adult,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,30
2001,26,adult,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,25,Cash,14
2002,51,middle_aged,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,2,Debit Card,14
2003,31,adult,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,19,PayPal,90
2004,68,senior,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,32,Cash,90
2005,44,middle_aged,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,13,Cash,14
2006,18,young_adult,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,30,PayPal,14
2007,58,senior,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,365
2008,26,adult,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,90
2009,57,senior,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,27,PayPal,90
2010,37,adult,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,26,Venmo,14
2011,24,young_adult,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,14
2012,57,senior,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,4,Bank Transfer,30
2013,48,middle_aged,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5,Cash,14
2014,39,adult,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,90
2015,51,middle_aged,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,47,PayPal,14
2016,57,senior,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,14
2017,53,middle_aged,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,14
2018,70,senior,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,90
2019,60,senior,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,7
2020,31,adult,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,14
2021,41,middle_aged,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,90
2022,62,senior,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,90
2023,59,senior,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16,Cash,14
2024,46,middle_aged,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,14
2025,62,senior,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,39,PayPal,7
2026,42,middle_aged,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43,Debit Card,14
2027,37,adult,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,90
2028,50,middle_aged,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,90
2029,29,adult,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,14
2030,25,young_adult,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,90
2031,66,senior,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,30
2032,21,young_adult,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,2,Credit Card,30
2033,46,middle_aged,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,365
2034,57,senior,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,365
2035,61,senior,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,30
2036,53,middle_aged,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,7
2037,37,adult,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,7
2038,39,adult,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,14
2039,53,middle_aged,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,14
2040,35,adult,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,14
2041,69,senior,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,90
2042,66,senior,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,14
2043,19,young_adult,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,30
2044,47,middle_aged,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,7
2045,49,middle_aged,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,14
2046,31,adult,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,90
2047,39,adult,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,90
2048,58,senior,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,365
2049,45,middle_aged,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,90
2050,68,senior,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,365
2051,35,adult,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,365
2052,65,senior,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,30
2053,45,middle_aged,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,365
2054,19,young_adult,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,14
2055,65,senior,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,365
2056,28,adult,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,7
2057,55,middle_aged,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,30
2058,66,senior,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,90
2059,29,adult,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,90
2060,56,senior,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,7
2061,21,young_adult,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,90
2062,32,adult,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,365
